         3538 function calls (3421 primitive calls) in 0.040 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:757(clear)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/manager.py:27(__init__)
      2/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:108(process_rhs)
      9/6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:241(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:960(get_default)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2613(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/base.py:83(_get_varchar_column)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/asyncio/tasks.py:34(current_task)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:1127(__init__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:74(_reset)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/functional.py:291(__getattribute__)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:788(ntuples)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:808(ftype)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/connection.py:505(_get_tx_start_command)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1106(get_from_clause)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:493(unwrap)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/copyreg.py:90(__newobj__)
       56    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:546(flush)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:700(close)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1715(<genexpr>)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/hashable.py:4(make_hashable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py:43(get_normalized_value)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/adapt.py:35(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/adapt.py:126(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:102(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1086(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:805(fformat)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:31(__init__)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_adapters_map.py:189(get_dumper)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:485(_check_results)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_typeinfo.py:450(get)
       16    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/weakref.py:419(get)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:46(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/datastructures.py:267(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:242(get_db_prep_lookup)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2200(add_ordering)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:718(_call_int)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:314(return_insert_columns)
      9/6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:247(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/base.py:690(make_cursor)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2809(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:327(bulk_insert_sql)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/datastructures.py:272(__getitem__)
        5    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:69(get_source_expressions)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1627(field_as_sql)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_queries.py:276(_validate_and_reorder_params)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1436(pre_save)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/string.py:111(load)
        4    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1742(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:650(_close)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/tree.py:89(add)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/dispatch/dispatcher.py:10(_make_id)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:45(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/manager.py:128(_set_creation_counter)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:470(select_format)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/contextlib.py:117(__exit__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:860(get_db_converters)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/threading.py:1306(current_thread)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_transform.py:110(encoding)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/tree.py:28(create)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1224(to_python)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:185(__getstate__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:833(path_infos)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query_utils.py:223(get_instance_lookups)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:386(on_conflict_suffix_sql)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:890(demote_joins)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:909(reset_refcounts)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/collections/__init__.py:540(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:717(_make_row_maker)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2527(name)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/utils.py:218(_route_db)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:210(transaction_status)
       24    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/base.py:630(allow_thread_sharing)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1258(check_related_objects)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:1008(<listcomp>)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2539(kind)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:817(get_path_info)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:934(get_prep_value)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:162(label)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1466(get_db_prep_value)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:746(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/datetime.py:43(dump)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:317(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:363(compiler)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:1168(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_preparing.py:189(get_maintenance_commands)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:964(_get_default)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1281(check_filterable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:250(limit_offset_sql)
       17    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:305(get_meta)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/string.py:48(dump)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/client_cursor.py:82(_get_prepared)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:734(_ensure_pgconn)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_encodings.py:94(pgconn_encoding)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:539(is_not_an_m2m_field)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:665(get_deferred_fields)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/contextlib.py:82(__init__)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/enum.py:586(__new__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:660(get_field)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/numeric.py:210(load)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query_utils.py:206(__get__)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/utils.py:70(__exit__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:310(query)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/_collections_abc.py:271(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_typeinfo.py:379(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:106(closed)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:818(table_alias)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_transform.py:106(connection)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2048(get_prep_value)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:792(nfields)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:779(get_joining_columns)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/contextlib.py:108(__enter__)
       16    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2102(is_sliced)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1202(resolve_lookup_value)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2483(extra_select)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:329(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:1178(get_db_converters)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:158(isfunction)
       16    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:128(rhs_is_direct_value)
       28    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/manager.py:21(__new__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/utils.py:93(__call__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1462(get_prep_value)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1061(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:903(_save_parents)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/_collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1246(check_query_object_type)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1118(get_prep_value)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       20    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:653(_get_pk_val)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:922(_fetch_pipeline)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:181(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/numeric.py:46(quote)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/numeric.py:139(get_key)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:1134(get_prep_value)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:952(<listcomp>)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:573(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:1069(_prepare_related_fields_for_save)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/utils.py:67(__enter__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:964(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:545(is_not_a_generic_foreign_key)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:199(as_sql)
        4    0.000    0.000    0.000    0.000 {built-in method select.poll}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/connection.py:281(adapters)
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:154(lookup_cast)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/functional.py:264(inner)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/utils.py:16(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/tree.py:63(__bool__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:669(<setcomp>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:230(get_rhs_op)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:1592(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:415(swapped)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:930(pre_save)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py:90(get_prep_lhs)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:2625(get_related_populators)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2531(default)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/base.py:588(close_if_health_check_failed)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1000(get_distinct)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_preparing.py:121(maybe_add_to_cache)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1728(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:688(get_pk_value_on_save)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:586(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:845(ref_alias)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:513(_is_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/numeric.py:35(dump)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:1958(_not_support_combined_queries)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:1057(target_field)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1090(join_parent_model)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/weakref.py:395(__setitem__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_transform.py:117(adapters)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/_collections_abc.py:349(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1714(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/rows.py:101(tuple_row)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/_typeinfo.py:424(__getitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2845(parameters)
        4    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:853(promote_joins)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/base.py:529(validate_no_broken_transaction)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1437(<setcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:71(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:328(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/options.py:542(is_not_a_generic_relation)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:796(get_select_mask)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:47(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:195(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1814(final_transformer)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/base.py:284(ensure_connection)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/transaction.py:100(mark_for_rollback_on_error)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:849(unref_alias)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/pq/pq_ctypes.py:352(_query_params_args)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/adapt.py:94(get_key)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/numeric.py:147(upgrade)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/base.py:1017(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query_utils.py:367(check_rel_lookup_compatibility)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:956(has_default)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/inspect.py:2619(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:197(get_source_expressions)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py:781(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2463(annotation_select)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:632(get_db_converters)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:507(select_format)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:509(get_extra_select)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1543(<setcomp>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:267(base_table)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2574(is_nullable)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:94(get_group_by)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:102(adapters)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2237(clear_ordering)
        8    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1102(to_python)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:927(get_internal_type)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2593(get_order_dir)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1406(to_python)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/subqueries.py:155(insert_values)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/cursor.py:97(connection)
        1    0.000    0.000    0.000    0.000 {method 'modify' of 'select.poll' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:200(set_source_expressions)
